TWTR|09:30:00.000|64.890|100
TWTR|09:30:00.000|64.890|25
TWTR|09:30:00.000|64.890|245
TWTR|09:30:00.000|64.890|55
TWTR|09:30:00.425|64.890|500
TWTR|09:30:00.425|64.900|100
TWTR|09:30:00.700|64.960|200
TWTR|09:30:00.700|64.950|50
TWTR|09:30:00.700|64.950|50
TWTR|09:30:04.375|65.000|163399
TWTR|09:30:04.375|64.960|100
TWTR|09:30:04.375|64.960|100
TWTR|09:30:04.375|64.960|100
TWTR|09:30:04.375|64.970|100
TWTR|09:30:04.375|64.970|300
TWTR|09:30:04.375|64.970|190
TWTR|09:30:04.375|64.970|100
TWTR|09:30:04.425|64.960|400
TWTR|09:30:04.425|64.970|10
TWTR|09:30:04.425|64.970|90
TWTR|09:30:04.425|64.970|100
TWTR|09:30:04.425|64.970|100
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.900|100
TWTR|09:30:04.550|64.950|88
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|2
TWTR|09:30:04.550|64.950|50
TWTR|09:30:04.600|64.950|28
TWTR|09:30:04.600|64.960|72
TWTR|09:30:04.675|64.910|100
TWTR|09:30:04.675|64.900|537
TWTR|09:30:05.450|64.850|100
TWTR|09:30:05.475|64.905|50
TWTR|09:30:05.475|64.840|28
TWTR|09:30:05.550|64.850|15
TWTR|09:30:05.550|64.840|85
TWTR|09:30:06.550|64.850|50
TWTR|09:30:06.575|64.850|19
TWTR|09:30:06.950|64.960|100
TWTR|09:30:07.675|64.820|100
TWTR|09:30:07.675|64.800|78
TWTR|09:30:07.825|65.000|407
TWTR|09:30:08.000|64.950|10
TWTR|09:30:08.300|64.961|150
TWTR|09:30:08.850|64.810|50
TWTR|09:30:08.975|64.840|15
TWTR|09:30:08.975|64.800|185
TWTR|09:30:08.975|64.840|86
TWTR|09:30:08.975|64.800|14
TWTR|09:30:08.975|64.840|100
TWTR|09:30:08.975|64.840|14
TWTR|09:30:09.100|64.950|43
TWTR|09:30:09.150|64.790|86
TWTR|09:30:09.150|64.770|100
TWTR|09:30:09.150|64.780|50
TWTR|09:30:09.150|64.770|50
TWTR|09:30:09.150|64.800|101
TWTR|09:30:09.150|64.790|125
TWTR|09:30:09.150|64.770|124
TWTR|09:30:09.150|64.750|15
TWTR|09:30:09.150|64.760|100
TWTR|09:30:09.150|64.770|50
TWTR|09:30:09.150|64.760|99
TWTR|09:30:09.150|64.790|100
TWTR|09:30:09.150|64.790|14
TWTR|09:30:09.175|64.760|1
TWTR|09:30:09.175|64.750|99
TWTR|09:30:09.175|64.750|1
TWTR|09:30:09.450|64.840|100
TWTR|09:30:09.450|64.750|50
TWTR|09:30:09.675|64.850|100
TWTR|09:30:09.675|64.860|100
TWTR|09:30:09.725|64.870|100
TWTR|09:30:09.950|64.870|100
TWTR|09:30:10.050|64.890|200
TWTR|09:30:10.050|64.900|200
TWTR|09:30:10.050|64.910|100
TWTR|09:30:10.050|64.930|300
TWTR|09:30:10.050|64.930|100
TWTR|09:30:10.050|64.940|100
TWTR|09:30:10.050|64.930|100
TWTR|09:30:10.050|64.930|100
TWTR|09:30:10.050|64.940|93
TWTR|09:30:10.050|64.970|7
TWTR|09:30:10.050|64.960|100
TWTR|09:30:10.050|64.980|100
TWTR|09:30:10.050|64.930|50
TWTR|09:30:10.050|64.930|200
TWTR|09:30:10.050|64.930|50
TWTR|09:30:10.050|64.940|100
TWTR|09:30:10.050|64.930|100
TWTR|09:30:10.075|64.940|200
TWTR|09:30:10.075|64.870|100
TWTR|09:30:10.075|64.980|100
TWTR|09:30:10.675|65.000|30
TWTR|09:30:10.675|65.000|3
TWTR|09:30:10.675|65.000|16
TWTR|09:30:10.675|65.000|100
TWTR|09:30:10.675|65.000|50
TWTR|09:30:10.675|65.000|78
TWTR|09:30:10.675|65.000|5
TWTR|09:30:10.675|65.000|34
TWTR|09:30:10.675|65.000|30
TWTR|09:30:10.675|65.000|35
TWTR|09:30:10.675|65.000|16
TWTR|09:30:10.675|65.000|100
TWTR|09:30:10.675|65.000|4
TWTR|09:30:10.675|65.000|90
TWTR|09:30:10.675|65.000|10
TWTR|09:30:10.675|65.000|15
TWTR|09:30:10.675|65.000|70
TWTR|09:30:10.675|65.000|50
TWTR|09:30:10.675|65.000|75
TWTR|09:30:10.675|65.000|70
TWTR|09:30:10.675|65.000|20
TWTR|09:30:10.675|65.000|100
TWTR|09:30:10.700|65.000|400
TWTR|09:30:10.700|65.000|20
TWTR|09:30:10.700|65.000|85
TWTR|09:30:10.700|64.970|20
TWTR|09:30:10.700|64.970|100
TWTR|09:30:10.700|64.970|100
TWTR|09:30:10.700|64.970|90
TWTR|09:30:10.725|64.940|100
TWTR|09:30:10.725|64.940|100
TWTR|09:30:10.725|64.950|200
TWTR|09:30:10.725|64.950|100
TWTR|09:30:10.725|64.950|50
TWTR|09:30:10.725|64.960|100
TWTR|09:30:10.725|64.9371|100
TWTR|09:30:10.725|64.9700|103
TWTR|09:30:10.725|64.9700|97
TWTR|09:30:10.750|64.9700|103
TWTR|09:30:10.750|64.9700|25
TWTR|09:30:10.750|64.9700|72
TWTR|09:30:10.750|64.8700|100
TWTR|09:30:10.750|64.9400|100
TWTR|09:30:10.750|64.9700|100
TWTR|09:30:10.750|64.9700|100
TWTR|09:30:10.900|64.8600|100
TWTR|09:30:10.900|64.8600|100
TWTR|09:30:10.900|64.9699|500
TWTR|09:30:10.900|65.0000|3
TWTR|09:30:10.900|65.0000|5
TWTR|09:30:10.900|65.0000|100
TWTR|09:30:10.950|65.0000|50
TWTR|09:30:10.975|64.9150|100
TWTR|09:30:11.025|65.0000|14
TWTR|09:30:11.025|65.0000|11
TWTR|09:30:11.050|64.8400|50
TWTR|09:30:11.050|65.0000|100
TWTR|09:30:11.150|65.0000|1
TWTR|09:30:11.150|65.0000|200
TWTR|09:30:11.150|65.0000|100
TWTR|09:30:11.150|65.0000|21
TWTR|09:30:11.150|65.0000|50
TWTR|09:30:11.225|65.0000|1200
TWTR|09:30:11.225|65.0000|180
TWTR|09:30:11.225|65.0000|2
TWTR|09:30:11.225|65.0000|100
TWTR|09:30:11.225|65.0000|100
TWTR|09:30:11.250|64.9200|100
TWTR|09:30:11.250|65.0000|158
TWTR|09:30:11.250|65.0000|100
TWTR|09:30:11.250|65.0000|1
TWTR|09:30:11.250|65.0000|60
TWTR|09:30:11.300|65.0000|100
TWTR|09:30:11.300|65.0000|7
TWTR|09:30:11.300|65.0000|30
TWTR|09:30:11.325|65.0000|3
TWTR|09:30:11.350|65.0000|1
TWTR|09:30:11.350|65.0000|80
TWTR|09:30:11.350|65.0000|8
TWTR|09:30:11.350|65.0000|115
TWTR|09:30:11.350|65.0000|100
TWTR|09:30:11.375|65.0000|1
TWTR|09:30:11.375|65.0000|100
TWTR|09:30:11.375|65.0000|20
TWTR|09:30:11.400|65.0000|250
TWTR|09:30:11.400|65.0000|500
TWTR|09:30:11.400|65.0000|40
TWTR|09:30:11.400|65.0000|120
TWTR|09:30:11.475|65.0000|80
TWTR|09:30:11.475|64.9600|300
TWTR|09:30:11.475|65.0000|6
TWTR|09:30:11.475|65.0000|50
TWTR|09:30:11.475|65.0000|2
TWTR|09:30:11.500|65.0000|25
TWTR|09:30:11.575|64.7300|50
TWTR|09:30:12.075|64.9100|100
TWTR|09:30:12.075|64.9100|100
TWTR|09:30:12.075|64.9100|100
TWTR|09:30:12.075|64.9000|100
TWTR|09:30:12.075|64.9000|100
TWTR|09:30:12.075|64.8900|1000
TWTR|09:30:12.325|64.9400|100
TWTR|09:30:12.325|64.7380|100
TWTR|09:30:12.425|64.9350|300
TWTR|09:30:12.550|64.9100|100
TWTR|09:30:13.400|64.8700|100
TWTR|09:30:13.700|64.8780|100
TWTR|09:30:13.800|64.8880|750
TWTR|09:30:14.000|64.9000|100
TWTR|09:30:14.075|64.8100|100
TWTR|09:30:14.175|64.8000|100
TWTR|09:30:14.725|64.9099|1000
TWTR|09:30:14.725|64.9100|75
TWTR|09:30:14.725|64.9100|75
TWTR|09:30:14.725|64.9099|1000
TWTR|09:30:14.900|64.9099|735
TWTR|09:30:14.900|64.8900|100
TWTR|09:30:14.900|64.9000|300
TWTR|09:30:15.175|64.9100|2
TWTR|09:30:15.200|64.9100|200
TWTR|09:30:15.200|64.9400|100
TWTR|09:30:15.200|64.9500|100
TWTR|09:30:15.200|64.9400|50
TWTR|09:30:15.200|64.9500|50
TWTR|09:30:15.225|64.9500|100
TWTR|09:30:15.225|64.9600|100
TWTR|09:30:15.250|64.9700|200
TWTR|09:30:15.250|64.9700|100
TWTR|09:30:15.575|64.9700|1300
TWTR|09:30:15.625|64.9680|2500
TWTR|09:30:15.750|64.9700|10
TWTR|09:30:15.825|64.9090|200
TWTR|09:30:16.000|64.9600|100
TWTR|09:30:16.275|64.9700|200
TWTR|09:30:16.275|64.9640|100
TWTR|09:30:16.325|64.9090|1000
TWTR|09:30:16.425|64.8800|100
TWTR|09:30:16.450|64.8827|100
TWTR|09:30:16.625|64.9700|200
TWTR|09:30:16.625|64.9700|50
TWTR|09:30:16.625|64.9500|50
TWTR|09:30:16.625|64.9800|300
TWTR|09:30:16.725|64.9599|2000
TWTR|09:30:16.775|64.9600|27
TWTR|09:30:16.950|64.9500|100
TWTR|09:30:17.050|64.9600|200
TWTR|09:30:17.050|64.9700|200
TWTR|09:30:17.050|64.9700|100
TWTR|09:30:17.050|64.9700|100
TWTR|09:30:17.050|64.9700|78
TWTR|09:30:17.050|64.9800|100
TWTR|09:30:17.050|64.9900|12
TWTR|09:30:17.050|64.9800|100
TWTR|09:30:17.050|64.9900|30
TWTR|09:30:17.050|64.9900|15
TWTR|09:30:17.050|64.9800|100
TWTR|09:30:17.050|64.9900|165
TWTR|09:30:17.150|64.9899|1500
TWTR|09:30:17.200|64.9885|50
TWTR|09:30:17.200|64.9820|100
TWTR|09:30:17.375|64.9900|835
TWTR|09:30:17.375|64.9900|100
TWTR|09:30:17.375|64.9900|78
TWTR|09:30:17.375|65.0000|78
TWTR|09:30:17.375|65.0000|22
TWTR|09:30:17.375|65.0000|478
TWTR|09:30:17.375|65.0000|500
TWTR|09:30:17.375|65.0000|10
TWTR|09:30:17.375|65.0000|122
TWTR|09:30:17.375|65.0000|52
TWTR|09:30:17.375|65.0000|803
